,date,state,fips,cases,deaths,new_deaths,new_cases
43510,2022-04-28,Utah,49,932480,4747,7.0,1695.0
43566,2022-04-29,Utah,49,932480,4747,0.0,0.0
43622,2022-04-30,Utah,49,932480,4747,0.0,0.0
43678,2022-05-01,Utah,49,932480,4747,0.0,0.0
43734,2022-05-02,Utah,49,932480,4747,0.0,0.0
43790,2022-05-03,Utah,49,932480,4747,0.0,0.0
43846,2022-05-04,Utah,49,932480,4747,0.0,0.0
43902,2022-05-05,Utah,49,935708,4760,13.0,3228.0
43958,2022-05-06,Utah,49,935708,4760,0.0,0.0
44014,2022-05-07,Utah,49,935708,4760,0.0,0.0
44070,2022-05-08,Utah,49,935708,4760,0.0,0.0
44126,2022-05-09,Utah,49,935708,4760,0.0,0.0
44182,2022-05-10,Utah,49,935708,4760,0.0,0.0
44238,2022-05-11,Utah,49,935708,4760,0.0,0.0
44294,2022-05-12,Utah,49,939092,4761,1.0,3384.0
44350,2022-05-13,Utah,49,939092,4761,0.0,0.0
44406,2022-05-14,Utah,49,939092,4761,0.0,0.0
44462,2022-05-15,Utah,49,939092,4761,0.0,0.0
44518,2022-05-16,Utah,49,939092,4761,0.0,0.0
44574,2022-05-17,Utah,49,939092,4761,0.0,0.0
44630,2022-05-18,Utah,49,939092,4761,0.0,0.0
44686,2022-05-19,Utah,49,943596,4765,4.0,4504.0
44742,2022-05-20,Utah,49,943596,4765,0.0,0.0
44798,2022-05-21,Utah,49,943596,4765,0.0,0.0
44854,2022-05-22,Utah,49,943596,4765,0.0,0.0
44910,2022-05-23,Utah,49,943596,4765,0.0,0.0
44966,2022-05-24,Utah,49,943596,4765,0.0,0.0
45022,2022-05-25,Utah,49,943596,4765,0.0,0.0
45078,2022-05-26,Utah,49,949210,4777,12.0,5614.0
45134,2022-05-27,Utah,49,949210,4777,0.0,0.0
45190,2022-05-28,Utah,49,949210,4777,0.0,0.0
45246,2022-05-29,Utah,49,949210,4777,0.0,0.0
45302,2022-05-30,Utah,49,949210,4777,0.0,0.0
45358,2022-05-31,Utah,49,949210,4777,0.0,0.0
45414,2022-06-01,Utah,49,949210,4777,0.0,0.0
45470,2022-06-02,Utah,49,954938,4781,4.0,5728.0
45526,2022-06-03,Utah,49,954938,4781,0.0,0.0
45582,2022-06-04,Utah,49,954938,4781,0.0,0.0
45638,2022-06-05,Utah,49,954938,4781,0.0,0.0
45694,2022-06-06,Utah,49,954938,4781,0.0,0.0
45750,2022-06-07,Utah,49,954938,4781,0.0,0.0
45806,2022-06-08,Utah,49,954938,4781,0.0,0.0
45862,2022-06-09,Utah,49,962441,4793,12.0,7503.0
45918,2022-06-10,Utah,49,962441,4793,0.0,0.0
45974,2022-06-11,Utah,49,962441,4793,0.0,0.0
46030,2022-06-12,Utah,49,962441,4793,0.0,0.0
46086,2022-06-13,Utah,49,962441,4793,0.0,0.0
46142,2022-06-14,Utah,49,962441,4793,0.0,0.0
46198,2022-06-15,Utah,49,962441,4793,0.0,0.0
46254,2022-06-16,Utah,49,968965,4806,13.0,6524.0
46310,2022-06-17,Utah,49,968965,4806,0.0,0.0
46366,2022-06-18,Utah,49,968965,4806,0.0,0.0
46422,2022-06-19,Utah,49,968965,4806,0.0,0.0
46478,2022-06-20,Utah,49,968965,4806,0.0,0.0
46534,2022-06-21,Utah,49,968965,4806,0.0,0.0
46590,2022-06-22,Utah,49,969106,4806,0.0,141.0
46646,2022-06-23,Utah,49,975743,4816,10.0,6637.0
46702,2022-06-24,Utah,49,975743,4816,0.0,0.0
46758,2022-06-25,Utah,49,975743,4816,0.0,0.0
46814,2022-06-26,Utah,49,975743,4816,0.0,0.0
46870,2022-06-27,Utah,49,975743,4816,0.0,0.0
46926,2022-06-28,Utah,49,975743,4816,0.0,0.0
46982,2022-06-29,Utah,49,975743,4816,0.0,0.0
47038,2022-06-30,Utah,49,983139,4834,18.0,7396.0
47094,2022-07-01,Utah,49,983139,4834,0.0,0.0
47150,2022-07-02,Utah,49,983139,4834,0.0,0.0
47206,2022-07-03,Utah,49,983139,4834,0.0,0.0
47262,2022-07-04,Utah,49,983139,4834,0.0,0.0
47318,2022-07-05,Utah,49,983139,4834,0.0,0.0
47374,2022-07-06,Utah,49,983139,4834,0.0,0.0
47430,2022-07-07,Utah,49,990012,4847,13.0,6873.0
47486,2022-07-08,Utah,49,990012,4847,0.0,0.0
47542,2022-07-09,Utah,49,990012,4847,0.0,0.0
47598,2022-07-10,Utah,49,990012,4847,0.0,0.0
47654,2022-07-11,Utah,49,990012,4847,0.0,0.0
47710,2022-07-12,Utah,49,990012,4846,-1.0,0.0
47766,2022-07-13,Utah,49,990012,4847,1.0,0.0
47822,2022-07-14,Utah,49,997808,4869,22.0,7796.0
47878,2022-07-15,Utah,49,997808,4869,0.0,0.0
47934,2022-07-16,Utah,49,997808,4869,0.0,0.0
47990,2022-07-17,Utah,49,997808,4869,0.0,0.0
48046,2022-07-18,Utah,49,997808,4869,0.0,0.0
48102,2022-07-19,Utah,49,997808,4869,0.0,0.0
48158,2022-07-20,Utah,49,997808,4869,0.0,0.0
48214,2022-07-21,Utah,49,1004684,4884,15.0,6876.0
48270,2022-07-22,Utah,49,1004684,4884,0.0,0.0
48326,2022-07-23,Utah,49,1004684,4884,0.0,0.0
48382,2022-07-24,Utah,49,1004684,4884,0.0,0.0
48438,2022-07-25,Utah,49,1004684,4884,0.0,0.0
48494,2022-07-26,Utah,49,1004684,4884,0.0,0.0
48550,2022-07-27,Utah,49,1004684,4884,0.0,0.0
48606,2022-07-28,Utah,49,1010550,4900,16.0,5866.0
48662,2022-07-29,Utah,49,1010550,4900,0.0,0.0
48718,2022-07-30,Utah,49,1010550,4900,0.0,0.0
48774,2022-07-31,Utah,49,1010550,4900,0.0,0.0
48830,2022-08-01,Utah,49,1010550,4900,0.0,0.0
48886,2022-08-02,Utah,49,1010550,4900,0.0,0.0
48942,2022-08-03,Utah,49,1010550,4900,0.0,0.0
48998,2022-08-04,Utah,49,1015707,4928,28.0,5157.0
49054,2022-08-05,Utah,49,1015707,4928,0.0,0.0
49110,2022-08-06,Utah,49,1015707,4928,0.0,0.0
49166,2022-08-07,Utah,49,1015707,4928,0.0,0.0
49222,2022-08-08,Utah,49,1015707,4928,0.0,0.0
49278,2022-08-09,Utah,49,1015707,4928,0.0,0.0
49334,2022-08-10,Utah,49,1015707,4928,0.0,0.0
49390,2022-08-11,Utah,49,1020399,4940,12.0,4692.0
49446,2022-08-12,Utah,49,1020399,4940,0.0,0.0
49502,2022-08-13,Utah,49,1020399,4940,0.0,0.0
49558,2022-08-14,Utah,49,1020399,4940,0.0,0.0
49614,2022-08-15,Utah,49,1020399,4940,0.0,0.0
49670,2022-08-16,Utah,49,1020399,4940,0.0,0.0
49726,2022-08-17,Utah,49,1020399,4940,0.0,0.0
49782,2022-08-18,Utah,49,1023940,4953,13.0,3541.0
49838,2022-08-19,Utah,49,1023940,4953,0.0,0.0
49894,2022-08-20,Utah,49,1023940,4953,0.0,0.0
49950,2022-08-21,Utah,49,1023940,4953,0.0,0.0
50006,2022-08-22,Utah,49,1023940,4953,0.0,0.0
50062,2022-08-23,Utah,49,1023940,4953,0.0,0.0
50118,2022-08-24,Utah,49,1023940,4953,0.0,0.0
50174,2022-08-25,Utah,49,1027083,4968,15.0,3143.0
50230,2022-08-26,Utah,49,1027083,4968,0.0,0.0
50286,2022-08-27,Utah,49,1027083,4968,0.0,0.0
50342,2022-08-28,Utah,49,1027083,4968,0.0,0.0
50398,2022-08-29,Utah,49,1027083,4968,0.0,0.0
50454,2022-08-30,Utah,49,1027083,4968,0.0,0.0
50510,2022-08-31,Utah,49,1027083,4968,0.0,0.0
50566,2022-09-01,Utah,49,1030031,4981,13.0,2948.0
50622,2022-09-02,Utah,49,1030031,4981,0.0,0.0
50678,2022-09-03,Utah,49,1030031,4981,0.0,0.0
50734,2022-09-04,Utah,49,1030031,4981,0.0,0.0
50790,2022-09-05,Utah,49,1030031,4981,0.0,0.0
50846,2022-09-06,Utah,49,1030031,4981,0.0,0.0
50902,2022-09-07,Utah,49,1030031,4981,0.0,0.0
50958,2022-09-08,Utah,49,1032402,4989,8.0,2371.0
51014,2022-09-09,Utah,49,1032402,4989,0.0,0.0
51070,2022-09-10,Utah,49,1032402,4989,0.0,0.0
51126,2022-09-11,Utah,49,1032402,4989,0.0,0.0
51182,2022-09-12,Utah,49,1032402,4989,0.0,0.0
51238,2022-09-13,Utah,49,1032402,4989,0.0,0.0
51294,2022-09-14,Utah,49,1032402,4989,0.0,0.0
51350,2022-09-15,Utah,49,1034893,5001,12.0,2491.0
51406,2022-09-16,Utah,49,1034893,5001,0.0,0.0
51462,2022-09-17,Utah,49,1034893,5001,0.0,0.0
51518,2022-09-18,Utah,49,1034893,5001,0.0,0.0
51574,2022-09-19,Utah,49,1034893,5001,0.0,0.0
51630,2022-09-20,Utah,49,1034893,5001,0.0,0.0
51686,2022-09-21,Utah,49,1034893,5001,0.0,0.0
51742,2022-09-22,Utah,49,1036814,5011,10.0,1921.0
51798,2022-09-23,Utah,49,1036814,5011,0.0,0.0
51854,2022-09-24,Utah,49,1036814,5011,0.0,0.0
51910,2022-09-25,Utah,49,1036814,5011,0.0,0.0
51966,2022-09-26,Utah,49,1036814,5011,0.0,0.0
52022,2022-09-27,Utah,49,1036814,5011,0.0,0.0
52078,2022-09-28,Utah,49,1036814,5011,0.0,0.0
52134,2022-09-29,Utah,49,1038696,5021,10.0,1882.0
52190,2022-09-30,Utah,49,1038696,5021,0.0,0.0
52246,2022-10-01,Utah,49,1038696,5021,0.0,0.0
52302,2022-10-02,Utah,49,1038696,5021,0.0,0.0
52358,2022-10-03,Utah,49,1038696,5021,0.0,0.0
52414,2022-10-04,Utah,49,1038696,5021,0.0,0.0
52470,2022-10-05,Utah,49,1038696,5021,0.0,0.0
52526,2022-10-06,Utah,49,1040427,5028,7.0,1731.0
52582,2022-10-07,Utah,49,1040427,5028,0.0,0.0
52638,2022-10-08,Utah,49,1040427,5028,0.0,0.0
52694,2022-10-09,Utah,49,1040427,5028,0.0,0.0
52750,2022-10-10,Utah,49,1040427,5028,0.0,0.0
52806,2022-10-11,Utah,49,1040427,5028,0.0,0.0
52862,2022-10-12,Utah,49,1040427,5028,0.0,0.0
52918,2022-10-13,Utah,49,1041933,5034,6.0,1506.0
52974,2022-10-14,Utah,49,1041933,5034,0.0,0.0
53030,2022-10-15,Utah,49,1041933,5034,0.0,0.0
53086,2022-10-16,Utah,49,1041933,5034,0.0,0.0
53142,2022-10-17,Utah,49,1041933,5034,0.0,0.0
53198,2022-10-18,Utah,49,1041933,5034,0.0,0.0
53254,2022-10-19,Utah,49,1041933,5034,0.0,0.0
53310,2022-10-20,Utah,49,1041933,5034,0.0,0.0
53366,2022-10-21,Utah,49,1043639,5047,13.0,1706.0
53422,2022-10-22,Utah,49,1043639,5047,0.0,0.0
53478,2022-10-23,Utah,49,1043639,5047,0.0,0.0
53534,2022-10-24,Utah,49,1043639,5047,0.0,0.0
53590,2022-10-25,Utah,49,1043639,5047,0.0,0.0
53646,2022-10-26,Utah,49,1043639,5047,0.0,0.0
53702,2022-10-27,Utah,49,1045758,5056,9.0,2119.0
53758,2022-10-28,Utah,49,1045758,5056,0.0,0.0
53814,2022-10-29,Utah,49,1045758,5056,0.0,0.0
53870,2022-10-30,Utah,49,1045758,5056,0.0,0.0
53926,2022-10-31,Utah,49,1045758,5056,0.0,0.0
53982,2022-11-01,Utah,49,1045758,5056,0.0,0.0
54038,2022-11-02,Utah,49,1045758,5056,0.0,0.0
54094,2022-11-03,Utah,49,1048168,5065,9.0,2410.0
54150,2022-11-04,Utah,49,1048168,5065,0.0,0.0
54206,2022-11-05,Utah,49,1048168,5065,0.0,0.0
54262,2022-11-06,Utah,49,1048168,5065,0.0,0.0
54318,2022-11-07,Utah,49,1048168,5065,0.0,0.0
54374,2022-11-08,Utah,49,1048168,5065,0.0,0.0
54430,2022-11-09,Utah,49,1048168,5065,0.0,0.0
54486,2022-11-10,Utah,49,1051549,5076,11.0,3381.0
54542,2022-11-11,Utah,49,1051549,5076,0.0,0.0
54598,2022-11-12,Utah,49,1051549,5076,0.0,0.0
54654,2022-11-13,Utah,49,1051549,5076,0.0,0.0
54710,2022-11-14,Utah,49,1051549,5076,0.0,0.0
54766,2022-11-15,Utah,49,1051549,5076,0.0,0.0
54822,2022-11-16,Utah,49,1051549,5076,0.0,0.0
54878,2022-11-17,Utah,49,1054340,5089,13.0,2791.0
54934,2022-11-18,Utah,49,1054340,5089,0.0,0.0
54990,2022-11-19,Utah,49,1054340,5089,0.0,0.0
55046,2022-11-20,Utah,49,1054340,5089,0.0,0.0
55102,2022-11-21,Utah,49,1054340,5089,0.0,0.0
55158,2022-11-22,Utah,49,1054340,5089,0.0,0.0
55214,2022-11-23,Utah,49,1054340,5089,0.0,0.0
55270,2022-11-24,Utah,49,1054340,5089,0.0,0.0
55326,2022-11-25,Utah,49,1059170,5110,21.0,4830.0
55382,2022-11-26,Utah,49,1059170,5110,0.0,0.0
55438,2022-11-27,Utah,49,1059170,5110,0.0,0.0
55494,2022-11-28,Utah,49,1059170,5110,0.0,0.0
55550,2022-11-29,Utah,49,1059170,5110,0.0,0.0
55606,2022-11-30,Utah,49,1059170,5110,0.0,0.0
55662,2022-12-01,Utah,49,1059170,5110,0.0,0.0
55718,2022-12-02,Utah,49,1063566,5127,17.0,4396.0
55774,2022-12-03,Utah,49,1063566,5127,0.0,0.0
55830,2022-12-04,Utah,49,1063566,5127,0.0,0.0
55886,2022-12-05,Utah,49,1063566,5127,0.0,0.0
55942,2022-12-06,Utah,49,1063566,5127,0.0,0.0
55998,2022-12-07,Utah,49,1063566,5127,0.0,0.0
56054,2022-12-08,Utah,49,1066753,5138,11.0,3187.0
56110,2022-12-09,Utah,49,1066753,5138,0.0,0.0
56166,2022-12-10,Utah,49,1066753,5138,0.0,0.0
56222,2022-12-11,Utah,49,1066753,5138,0.0,0.0
56278,2022-12-12,Utah,49,1066753,5138,0.0,0.0
56334,2022-12-13,Utah,49,1066753,5138,0.0,0.0
56390,2022-12-14,Utah,49,1066753,5138,0.0,0.0
56446,2022-12-15,Utah,49,1070006,5161,23.0,3253.0
56502,2022-12-16,Utah,49,1070006,5161,0.0,0.0
56558,2022-12-17,Utah,49,1070006,5161,0.0,0.0
56614,2022-12-18,Utah,49,1070006,5161,0.0,0.0
56670,2022-12-19,Utah,49,1070006,5161,0.0,0.0
56726,2022-12-20,Utah,49,1070006,5161,0.0,0.0
56782,2022-12-21,Utah,49,1070006,5161,0.0,0.0
56838,2022-12-22,Utah,49,1072888,5177,16.0,2882.0
56894,2022-12-23,Utah,49,1072888,5177,0.0,0.0
56950,2022-12-24,Utah,49,1072888,5177,0.0,0.0
57006,2022-12-25,Utah,49,1072888,5177,0.0,0.0
57062,2022-12-26,Utah,49,1072888,5177,0.0,0.0
57118,2022-12-27,Utah,49,1072888,5177,0.0,0.0
57174,2022-12-28,Utah,49,1072888,5177,0.0,0.0
57230,2022-12-29,Utah,49,1075137,5187,10.0,2249.0
57286,2022-12-30,Utah,49,1075137,5187,0.0,0.0
57342,2022-12-31,Utah,49,1075137,5187,0.0,0.0
57398,2023-01-01,Utah,49,1075137,5187,0.0,0.0
379,2020-03-07,Vermont,50,1,0,0.0,0.0
414,2020-03-08,Vermont,50,1,0,0.0,0.0
451,2020-03-09,Vermont,50,1,0,0.0,0.0
490,2020-03-10,Vermont,50,1,0,0.0,0.0
534,2020-03-11,Vermont,50,2,0,0.0,1.0
581,2020-03-12,Vermont,50,2,0,0.0,0.0
632,2020-03-13,Vermont,50,2,0,0.0,0.0
683,2020-03-14,Vermont,50,5,0,0.0,3.0
736,2020-03-15,Vermont,50,8,0,0.0,3.0
789,2020-03-16,Vermont,50,12,0,0.0,4.0
842,2020-03-17,Vermont,50,14,0,0.0,2.0
896,2020-03-18,Vermont,50,19,0,0.0,5.0
950,2020-03-19,Vermont,50,22,2,2.0,3.0
1004,2020-03-20,Vermont,50,29,2,0.0,7.0
1058,2020-03-21,Vermont,50,49,2,0.0,20.0
1112,2020-03-22,Vermont,50,52,2,0.0,3.0
1166,2020-03-23,Vermont,50,75,2,0.0,23.0
1220,2020-03-24,Vermont,50,95,7,5.0,20.0
1274,2020-03-25,Vermont,50,123,8,1.0,28.0
1328,2020-03-26,Vermont,50,158,9,1.0,35.0
1382,2020-03-27,Vermont,50,184,10,1.0,26.0
1437,2020-03-28,Vermont,50,211,12,2.0,27.0
1492,2020-03-29,Vermont,50,235,12,0.0,24.0
1547,2020-03-30,Vermont,50,256,12,0.0,21.0
1602,2020-03-31,Vermont,50,293,13,1.0,37.0
1657,2020-04-01,Vermont,50,321,16,3.0,28.0
1712,2020-04-02,Vermont,50,338,17,1.0,17.0
1767,2020-04-03,Vermont,50,389,17,0.0,51.0
1822,2020-04-04,Vermont,50,461,20,3.0,72.0
1877,2020-04-05,Vermont,50,512,22,2.0,51.0
1932,2020-04-06,Vermont,50,543,23,1.0,31.0
1987,2020-04-07,Vermont,50,575,23,0.0,32.0
2042,2020-04-08,Vermont,50,605,23,0.0,30.0
2097,2020-04-09,Vermont,50,628,23,0.0,23.0
2152,2020-04-10,Vermont,50,679,24,1.0,51.0
2207,2020-04-11,Vermont,50,711,24,0.0,32.0
2262,2020-04-12,Vermont,50,727,26,2.0,16.0
2317,2020-04-13,Vermont,50,748,27,1.0,21.0
2372,2020-04-14,Vermont,50,752,28,1.0,4.0
2427,2020-04-15,Vermont,50,759,29,1.0,7.0
2482,2020-04-16,Vermont,50,768,34,5.0,9.0
2537,2020-04-17,Vermont,50,779,34,0.0,11.0
2592,2020-04-18,Vermont,50,803,36,2.0,24.0
2647,2020-04-19,Vermont,50,812,36,0.0,9.0
2702,2020-04-20,Vermont,50,816,37,1.0,4.0
2757,2020-04-21,Vermont,50,818,39,2.0,2.0
2812,2020-04-22,Vermont,50,823,39,0.0,5.0
2867,2020-04-23,Vermont,50,825,42,3.0,2.0
2922,2020-04-24,Vermont,50,827,43,1.0,2.0
2977,2020-04-25,Vermont,50,843,45,2.0,16.0
3032,2020-04-26,Vermont,50,851,45,0.0,8.0
3087,2020-04-27,Vermont,50,855,46,1.0,4.0
3142,2020-04-28,Vermont,50,862,46,0.0,7.0
3197,2020-04-29,Vermont,50,862,46,0.0,0.0
3252,2020-04-30,Vermont,50,866,48,2.0,4.0
3307,2020-05-01,Vermont,50,879,49,1.0,13.0
3362,2020-05-02,Vermont,50,886,50,1.0,7.0
3417,2020-05-03,Vermont,50,897,52,2.0,11.0
3472,2020-05-04,Vermont,50,902,52,0.0,5.0
3527,2020-05-05,Vermont,50,907,52,0.0,5.0
3582,2020-05-06,Vermont,50,908,52,0.0,1.0
3637,2020-05-07,Vermont,50,916,53,1.0,8.0
3692,2020-05-08,Vermont,50,919,53,0.0,3.0
3747,2020-05-09,Vermont,50,921,53,0.0,2.0
3802,2020-05-10,Vermont,50,926,53,0.0,5.0
3857,2020-05-11,Vermont,50,926,53,0.0,0.0
3912,2020-05-12,Vermont,50,927,53,0.0,1.0
3967,2020-05-13,Vermont,50,929,53,0.0,2.0
4022,2020-05-14,Vermont,50,932,53,0.0,3.0
4077,2020-05-15,Vermont,50,933,53,0.0,1.0
4132,2020-05-16,Vermont,50,934,53,0.0,1.0
4187,2020-05-17,Vermont,50,940,54,1.0,6.0
4242,2020-05-18,Vermont,50,940,54,0.0,0.0
4297,2020-05-19,Vermont,50,944,54,0.0,4.0
4352,2020-05-20,Vermont,50,944,54,0.0,0.0
4407,2020-05-21,Vermont,50,950,54,0.0,6.0
4462,2020-05-22,Vermont,50,952,54,0.0,2.0
4517,2020-05-23,Vermont,50,954,54,0.0,2.0
4572,2020-05-24,Vermont,50,956,54,0.0,2.0
4627,2020-05-25,Vermont,50,962,54,0.0,6.0
4682,2020-05-26,Vermont,50,967,54,0.0,5.0
4737,2020-05-27,Vermont,50,971,54,0.0,4.0
4792,2020-05-28,Vermont,50,974,55,1.0,3.0
4847,2020-05-29,Vermont,50,975,55,0.0,1.0
4902,2020-05-30,Vermont,50,977,55,0.0,2.0
4957,2020-05-31,Vermont,50,981,55,0.0,4.0
5012,2020-06-01,Vermont,50,983,55,0.0,2.0
5067,2020-06-02,Vermont,50,988,55,0.0,5.0
5122,2020-06-03,Vermont,50,990,55,0.0,2.0
5177,2020-06-04,Vermont,50,1026,55,0.0,36.0
5232,2020-06-05,Vermont,50,1027,55,0.0,1.0
5287,2020-06-06,Vermont,50,1046,55,0.0,19.0
5342,2020-06-07,Vermont,50,1063,55,0.0,17.0
5397,2020-06-08,Vermont,50,1075,55,0.0,12.0
5452,2020-06-09,Vermont,50,1084,55,0.0,9.0
5507,2020-06-10,Vermont,50,1095,55,0.0,11.0
5562,2020-06-11,Vermont,50,1110,55,0.0,15.0
5617,2020-06-12,Vermont,50,1119,55,0.0,9.0
5672,2020-06-13,Vermont,50,1125,55,0.0,6.0
5727,2020-06-14,Vermont,50,1127,55,0.0,2.0
5782,2020-06-15,Vermont,50,1130,55,0.0,3.0
5837,2020-06-16,Vermont,50,1130,55,0.0,0.0
5892,2020-06-17,Vermont,50,1130,55,0.0,0.0
5947,2020-06-18,Vermont,50,1135,56,1.0,5.0
6002,2020-06-19,Vermont,50,1144,56,0.0,9.0
6057,2020-06-20,Vermont,50,1147,56,0.0,3.0
6112,2020-06-21,Vermont,50,1159,56,0.0,12.0
6167,2020-06-22,Vermont,50,1163,56,0.0,4.0
6222,2020-06-23,Vermont,50,1164,56,0.0,1.0
6277,2020-06-24,Vermont,50,1184,56,0.0,20.0
6332,2020-06-25,Vermont,50,1191,56,0.0,7.0
6387,2020-06-26,Vermont,50,1198,56,0.0,7.0
6442,2020-06-27,Vermont,50,1200,56,0.0,2.0
6497,2020-06-28,Vermont,50,1202,56,0.0,2.0
6552,2020-06-29,Vermont,50,1208,56,0.0,6.0
6607,2020-06-30,Vermont,50,1208,56,0.0,0.0
6662,2020-07-01,Vermont,50,1210,56,0.0,2.0
6717,2020-07-02,Vermont,50,1227,56,0.0,17.0
6772,2020-07-03,Vermont,50,1236,56,0.0,9.0
6827,2020-07-04,Vermont,50,1238,56,0.0,2.0
6882,2020-07-05,Vermont,50,1249,56,0.0,11.0
6937,2020-07-06,Vermont,50,1251,56,0.0,2.0
6992,2020-07-07,Vermont,50,1254,56,0.0,3.0
7047,2020-07-08,Vermont,50,1256,56,0.0,2.0
7102,2020-07-09,Vermont,50,1272,56,0.0,16.0
7157,2020-07-10,Vermont,50,1277,56,0.0,5.0
7212,2020-07-11,Vermont,50,1283,56,0.0,6.0
7267,2020-07-12,Vermont,50,1296,56,0.0,13.0
7322,2020-07-13,Vermont,50,1301,56,0.0,5.0
7377,2020-07-14,Vermont,50,1305,56,0.0,4.0
7432,2020-07-15,Vermont,50,1318,56,0.0,13.0
7487,2020-07-16,Vermont,50,1325,56,0.0,7.0
7542,2020-07-17,Vermont,50,1334,56,0.0,9.0
7597,2020-07-18,Vermont,50,1338,56,0.0,4.0
7652,2020-07-19,Vermont,50,1350,56,0.0,12.0
7707,2020-07-20,Vermont,50,1360,56,0.0,10.0
7762,2020-07-21,Vermont,50,1366,56,0.0,6.0
7817,2020-07-22,Vermont,50,1366,56,0.0,0.0
7872,2020-07-23,Vermont,50,1377,56,0.0,11.0
7927,2020-07-24,Vermont,50,1385,56,0.0,8.0
7982,2020-07-25,Vermont,50,1396,56,0.0,11.0
8037,2020-07-26,Vermont,50,1400,56,0.0,4.0
8092,2020-07-27,Vermont,50,1402,56,0.0,2.0
8147,2020-07-28,Vermont,50,1405,56,0.0,3.0
8202,2020-07-29,Vermont,50,1406,56,0.0,1.0
8257,2020-07-30,Vermont,50,1407,57,1.0,1.0
8312,2020-07-31,Vermont,50,1414,57,0.0,7.0
8367,2020-08-01,Vermont,50,1421,57,0.0,7.0
8422,2020-08-02,Vermont,50,1426,57,0.0,5.0
8477,2020-08-03,Vermont,50,1427,57,0.0,1.0
8532,2020-08-04,Vermont,50,1431,57,0.0,4.0
8587,2020-08-05,Vermont,50,1436,57,0.0,5.0
8642,2020-08-06,Vermont,50,1445,58,1.0,9.0
8697,2020-08-07,Vermont,50,1448,58,0.0,3.0
8752,2020-08-08,Vermont,50,1454,58,0.0,6.0
8807,2020-08-09,Vermont,50,1459,58,0.0,5.0
8862,2020-08-10,Vermont,50,1462,58,0.0,3.0
8917,2020-08-11,Vermont,50,1472,58,0.0,10.0
8972,2020-08-12,Vermont,50,1478,58,0.0,6.0
9027,2020-08-13,Vermont,50,1484,58,0.0,6.0
9082,2020-08-14,Vermont,50,1501,58,0.0,17.0
9137,2020-08-15,Vermont,50,1509,58,0.0,8.0
9192,2020-08-16,Vermont,50,1515,58,0.0,6.0
9247,2020-08-17,Vermont,50,1527,58,0.0,12.0
9302,2020-08-18,Vermont,50,1530,58,0.0,3.0
9357,2020-08-19,Vermont,50,1533,58,0.0,3.0
9412,2020-08-20,Vermont,50,1537,58,0.0,4.0
9467,2020-08-21,Vermont,50,1541,58,0.0,4.0
9522,2020-08-22,Vermont,50,1553,58,0.0,12.0
9577,2020-08-23,Vermont,50,1557,58,0.0,4.0
9632,2020-08-24,Vermont,50,1566,58,0.0,9.0
9687,2020-08-25,Vermont,50,1572,58,0.0,6.0
9742,2020-08-26,Vermont,50,1577,58,0.0,5.0
9797,2020-08-27,Vermont,50,1586,58,0.0,9.0
9852,2020-08-28,Vermont,50,1589,58,0.0,3.0
9907,2020-08-29,Vermont,50,1605,58,0.0,16.0
9962,2020-08-30,Vermont,50,1616,58,0.0,11.0
10017,2020-08-31,Vermont,50,1624,58,0.0,8.0
10072,2020-09-01,Vermont,50,1635,58,0.0,11.0
10127,2020-09-02,Vermont,50,1637,58,0.0,2.0
10182,2020-09-03,Vermont,50,1637,58,0.0,0.0
10237,2020-09-04,Vermont,50,1642,58,0.0,5.0
10292,2020-09-05,Vermont,50,1647,58,0.0,5.0
10347,2020-09-06,Vermont,50,1648,58,0.0,1.0
10402,2020-09-07,Vermont,50,1651,58,0.0,3.0
10457,2020-09-08,Vermont,50,1654,58,0.0,3.0
10512,2020-09-09,Vermont,50,1656,58,0.0,2.0
10567,2020-09-10,Vermont,50,1661,58,0.0,5.0
10622,2020-09-11,Vermont,50,1668,58,0.0,7.0
10677,2020-09-12,Vermont,50,1677,58,0.0,9.0
10732,2020-09-13,Vermont,50,1684,58,0.0,7.0
10787,2020-09-14,Vermont,50,1696,58,0.0,12.0
10842,2020-09-15,Vermont,50,1702,58,0.0,6.0
10897,2020-09-16,Vermont,50,1702,58,0.0,0.0
10952,2020-09-17,Vermont,50,1705,58,0.0,3.0
11007,2020-09-18,Vermont,50,1706,58,0.0,1.0
11062,2020-09-19,Vermont,50,1710,58,0.0,4.0
11117,2020-09-20,Vermont,50,1715,58,0.0,5.0
11172,2020-09-21,Vermont,50,1719,58,0.0,4.0
11227,2020-09-22,Vermont,50,1721,58,0.0,2.0
11282,2020-09-23,Vermont,50,1722,58,0.0,1.0
11337,2020-09-24,Vermont,50,1724,58,0.0,2.0
11392,2020-09-25,Vermont,50,1731,58,0.0,7.0
11447,2020-09-26,Vermont,50,1739,58,0.0,8.0
11502,2020-09-27,Vermont,50,1742,58,0.0,3.0
11557,2020-09-28,Vermont,50,1745,58,0.0,3.0
11612,2020-09-29,Vermont,50,1749,58,0.0,4.0
11667,2020-09-30,Vermont,50,1752,58,0.0,3.0
11722,2020-10-01,Vermont,50,1755,58,0.0,3.0
11777,2020-10-02,Vermont,50,1768,58,0.0,13.0
11832,2020-10-03,Vermont,50,1778,58,0.0,10.0
11887,2020-10-04,Vermont,50,1785,58,0.0,7.0
11942,2020-10-05,Vermont,50,1817,58,0.0,32.0
